Year,District Code,District Name,Building Number,Building Name,Total September Membership,Federal Expenditures Building,State and Local Expenditures Building,Total Building,Federal Expenditures District,State and Local Expenditures District,Total District,Expenditures Per September Membership,,,,,,,,,,,,,,,,,,,,,,,
2019,009-080,WOODLAND R-IV,9999,DISTRICT TOTALS,840.72,$361.37,"$8,403.59","$8,764.96",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,010-087,SOUTHERN BOONE CO. R-I,1050,SOUTHERN BOONE HIGH,474.01,$191.73,"$7,252.79","$7,444.52",$360.21,"$1,879.09","$2,239.30","$9,683.82",,,,,,,,,,,,,,,,,,,,,,,
2019,010-087,SOUTHERN BOONE CO. R-I,3000,SOUTHERN BOONE MIDDLE,395.00,$146.83,"$6,142.11","$6,288.95",$360.21,"$1,879.09","$2,239.30","$8,528.25",,,,,,,,,,,,,,,,,,,,,,,
2019,010-087,SOUTHERN BOONE CO. R-I,4010,SOUTHERN BOONE PRIMARY,448.00,$247.13,"$7,315.98","$7,563.10",$360.21,"$1,879.09","$2,239.30","$9,802.40",,,,,,,,,,,,,,,,,,,,,,,
2019,010-087,SOUTHERN BOONE CO. R-I,4020,SOUTHERN BOONE ELEM.,406.00,$178.39,"$6,112.02","$6,290.41",$360.21,"$1,879.09","$2,239.30","$8,529.71",,,,,,,,,,,,,,,,,,,,,,,
2019,010-087,SOUTHERN BOONE CO. R-I,9999,DISTRICT TOTALS,"1,723.01",$552.91,"$8,624.88","$9,177.79",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,010-089,HALLSVILLE R-IV,1050,HALLSVILLE HIGH,388.35,$294.25,"$6,517.93","$6,812.18",$395.40,"$1,773.09","$2,168.48","$8,980.66",,,,,,,,,,,,,,,,,,,,,,,
2019,010-089,HALLSVILLE R-IV,3000,HALLSVILLE MIDDLE,336.07,$161.74,"$5,043.43","$5,205.17",$395.40,"$1,773.09","$2,168.48","$7,373.66",,,,,,,,,,,,,,,,,,,,,,,
2019,010-089,HALLSVILLE R-IV,4020,HALLSVILLE INTERMEDIATE,449.00,$95.88,"$5,077.09","$5,172.97",$395.40,"$1,773.09","$2,168.48","$7,341.45",,,,,,,,,,,,,,,,,,,,,,,
2019,010-089,HALLSVILLE R-IV,4040,HALLSVILLE PRIMARY,230.00,$198.60,"$6,838.91","$7,037.51",$395.40,"$1,773.09","$2,168.48","$9,206.00",,,,,,,,,,,,,,,,,,,,,,,
2019,010-089,HALLSVILLE R-IV,9999,DISTRICT TOTALS,"1,403.42",$578.77,"$7,529.56","$8,108.33",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,010-090,STURGEON R-V,1050,STURGEON HIGH,122.00,$266.48,"$8,357.55","$8,624.03",$7.21,"$3,185.85","$3,193.06","$11,817.09",,,,,,,,,,,,,,,,,,,,,,,
2019,010-090,STURGEON R-V,3000,STURGEON MIDDLE,126.00,$170.60,"$5,171.71","$5,342.31",$7.21,"$3,185.85","$3,193.06","$8,535.37",,,,,,,,,,,,,,,,,,,,,,,
2019,010-090,STURGEON R-V,4020,STURGEON ELEM.,131.20,$351.23,"$9,985.43","$10,336.67",$7.21,"$3,185.85","$3,193.06","$13,529.73",,,,,,,,,,,,,,,,,,,,,,,
2019,010-090,STURGEON R-V,9999,DISTRICT TOTALS,379.20,$271.15,"$11,048.05","$11,319.20",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,010-091,CENTRALIA R-VI,1050,CENTRALIA HIGH,448.03,$181.73,"$6,936.81","$7,118.53",$0.00,"$1,945.74","$1,945.74","$9,064.27",,,,,,,,,,,,,,,,,,,,,,,
2019,010-091,CENTRALIA R-VI,3000,CHESTER BOREN MIDDLE,320.50,$239.56,"$6,437.09","$6,676.65",$0.00,"$1,945.74","$1,945.74","$8,622.38",,,,,,,,,,,,,,,,,,,,,,,
2019,010-091,CENTRALIA R-VI,4020,CHANCE ELEM.,302.00,$299.99,"$6,110.10","$6,410.09",$0.00,"$1,945.74","$1,945.74","$8,355.83",,,,,,,,,,,,,,,,,,,,,,,
2019,010-091,CENTRALIA R-VI,4050,CENTRALIA INTERMEDIATE,289.00,$194.22,"$5,335.61","$5,529.83",$0.00,"$1,945.74","$1,945.74","$7,475.56",,,,,,,,,,,,,,,,,,,,,,,
2019,010-091,CENTRALIA R-VI,9999,DISTRICT TOTALS,"1,359.53",$224.28,"$8,240.73","$8,465.01",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,010-092,HARRISBURG R-VIII,1050,HARRISBURG HIGH,153.00,$370.88,"$8,167.93","$8,538.81",$0.00,"$2,686.06","$2,686.06","$11,224.87",,,,,,,,,,,,,,,,,,,,,,,
2019,010-092,HARRISBURG R-VIII,3000,HARRISBURG MIDDLE,151.13,$289.23,"$4,902.07","$5,191.30",$0.00,"$2,686.06","$2,686.06","$7,877.37",,,,,,,,,,,,,,,,,,,,,,,
2019,010-092,HARRISBURG R-VIII,4020,HARRISBURG ELEM.,237.33,$613.13,"$6,649.45","$7,262.58",$0.00,"$2,686.06","$2,686.06","$9,948.65",,,,,,,,,,,,,,,,,,,,,,,
2019,010-092,HARRISBURG R-VIII,9999,DISTRICT TOTALS,541.46,$454.27,"$9,276.87","$9,731.14",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,1015,JUVENILE JUSTICE CTR.,13.00,$38.60,"$5,513.86","$5,552.46",$121.34,"$2,810.64","$2,931.98","$8,484.44",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,1020,FREDERICK DOUGLASS HIGH,158.43,$100.36,"$14,262.17","$14,362.53",$121.34,"$2,810.64","$2,931.98","$17,294.51",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,1050,DAVID H. HICKMAN HIGH,"1,648.90",$112.45,"$9,817.49","$9,929.94",$121.34,"$2,810.64","$2,931.98","$12,861.92",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,1060,MURIEL W. BATTLE HIGH SCHOOL,"1,417.97",$156.77,"$9,934.81","$10,091.58",$121.34,"$2,810.64","$2,931.98","$13,023.56",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,1075,ROCK BRIDGE SR. HIGH,"1,927.34",$177.11,"$8,188.83","$8,365.94",$121.34,"$2,810.64","$2,931.98","$11,297.92",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,2050,JEFFERSON MIDDLE SCHOOL,669.97,$140.52,"$9,204.02","$9,344.54",$121.34,"$2,810.64","$2,931.98","$12,276.52",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,2060,OAKLAND MIDDLE SCHOOL,537.28,$221.57,"$11,178.52","$11,400.09",$121.34,"$2,810.64","$2,931.98","$14,332.08",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,2075,WEST MIDDLE SCHOOL,635.69,$201.89,"$9,819.65","$10,021.54",$121.34,"$2,810.64","$2,931.98","$12,953.52",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,3000,ANN HAWKINS GENTRY MIDDLE,936.58,$137.96,"$8,918.92","$9,056.88",$121.34,"$2,810.64","$2,931.98","$11,988.86",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,3040,SMITHTON MIDDLE,716.55,$170.50,"$9,768.87","$9,939.37",$121.34,"$2,810.64","$2,931.98","$12,871.35",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,3060,JOHN B. LANGE MIDDLE,639.87,$134.42,"$9,126.65","$9,261.06",$121.34,"$2,810.64","$2,931.98","$12,193.04",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,4020,THOMAS BENTON ELEM.,243.88,$148.64,"$10,276.83","$10,425.47",$121.34,"$2,810.64","$2,931.98","$13,357.45",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,4030,ALPHA HART LEWIS,419.00,$239.20,"$7,969.63","$8,208.82",$121.34,"$2,810.64","$2,931.98","$11,140.81",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,4040,BLUE RIDGE ELEM.,441.10,$296.53,"$7,829.31","$8,125.84",$121.34,"$2,810.64","$2,931.98","$11,057.82",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,4050,CEDAR RIDGE ELEM.,397.63,$173.49,"$7,866.58","$8,040.07",$121.34,"$2,810.64","$2,931.98","$10,972.05",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,4055,DERBY RIDGE ELEM.,426.74,$295.76,"$8,477.00","$8,772.77",$121.34,"$2,810.64","$2,931.98","$11,704.75",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,4060,FAIRVIEW ELEM.,487.88,$146.31,"$7,695.25","$7,841.55",$121.34,"$2,810.64","$2,931.98","$10,773.54",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,4070,ELIOT BATTLE ELEMENTARY,451.66,$275.29,"$7,827.93","$8,103.23",$121.34,"$2,810.64","$2,931.98","$11,035.21",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5000,ULYSSES S. GRANT ELEM.,311.80,$134.39,"$7,779.26","$7,913.65",$121.34,"$2,810.64","$2,931.98","$10,845.64",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5010,MARY PAXTON KEELEY ELEM.,695.16,$194.41,"$6,753.27","$6,947.68",$121.34,"$2,810.64","$2,931.98","$9,879.66",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5020,Locust St Expressive Arts Elem,254.87,$35.84,"$8,677.10","$8,712.94",$121.34,"$2,810.64","$2,931.98","$11,644.92",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5025,MIDWAY HEIGHTS ELEM.,212.00,$46.86,"$9,622.20","$9,669.06",$121.34,"$2,810.64","$2,931.98","$12,601.04",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5030,MILL CREEK ELEM.,659.08,$93.28,"$6,502.23","$6,595.51",$121.34,"$2,810.64","$2,931.98","$9,527.49",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5035,NEW HAVEN ELEM.,254.84,$378.52,"$10,404.76","$10,783.28",$121.34,"$2,810.64","$2,931.98","$13,715.26",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5040,PARKADE ELEM.,461.79,$216.59,"$7,680.24","$7,896.83",$121.34,"$2,810.64","$2,931.98","$10,828.81",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5050,BEULAH RALPH ELEMENTARY,657.00,$245.85,"$6,870.11","$7,115.96",$121.34,"$2,810.64","$2,931.98","$10,047.94",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5060,JOHN RIDGEWAY ELEM.,234.00,$172.85,"$8,766.18","$8,939.03",$121.34,"$2,810.64","$2,931.98","$11,871.01",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,5080,ROCK BRIDGE ELEM.,475.47,$153.26,"$7,242.37","$7,395.63",$121.34,"$2,810.64","$2,931.98","$10,327.61",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,6000,RUSSELL BLVD. ELEM.,396.88,$141.91,"$9,207.84","$9,349.75",$121.34,"$2,810.64","$2,931.98","$12,281.73",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,6010,SHEPARD BLVD. ELEM.,484.32,$176.26,"$8,047.22","$8,223.48",$121.34,"$2,810.64","$2,931.98","$11,155.46",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,6020,WEST BLVD. ELEM.,350.00,$297.87,"$9,674.80","$9,972.67",$121.34,"$2,810.64","$2,931.98","$12,904.65",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,6040,TWO MILE PRAIRIE ELEM.,173.00,$36.24,"$9,908.99","$9,945.23",$121.34,"$2,810.64","$2,931.98","$12,877.21",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,6080,Center for Gifted Education,8.64,$199.00,"$122,146.93","$122,345.93",$121.34,"$2,810.64","$2,931.98","$125,277.91",,,,,,,,,,,,,,,,,,,,,,,
2019,010-093,COLUMBIA 93,9999,DISTRICT TOTALS,"17,798.32",$294.70,"$11,626.23","$11,920.93",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,011-076,EAST BUCHANAN CO. C-1,1050,EAST BUCHANAN HIGH,209.00,$0.00,"$8,614.92","$8,614.92",$14.83,"$3,089.99","$3,104.82","$11,719.74",,,,,,,,,,,,,,,,,,,,,,,
2019,011-076,EAST BUCHANAN CO. C-1,3000,EAST BUCHANAN MIDDLE,173.00,$277.63,"$5,673.62","$5,951.25",$14.83,"$3,089.99","$3,104.82","$9,056.07",,,,,,,,,,,,,,,,,,,,,,,
2019,011-076,EAST BUCHANAN CO. C-1,4040,EAST BUCHANAN ELEM.,314.57,$639.24,"$6,158.54","$6,797.78",$14.83,"$3,089.99","$3,104.82","$9,902.59",,,,,,,,,,,,,,,,,,,,,,,
2019,011-076,EAST BUCHANAN CO. C-1,9999,DISTRICT TOTALS,696.57,$372.46,"$9,865.11","$10,237.57",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,011-078,MID-BUCHANAN CO. R-V,1050,MID-BUCHANAN SR. HIGH,315.00,$120.38,"$7,747.61","$7,867.99",$16.21,"$2,357.22","$2,373.43","$10,241.42",,,,,,,,,,,,,,,,,,,,,,,
2019,011-078,MID-BUCHANAN CO. R-V,4020,MID-BUCHANAN ELEM.,400.43,$280.40,"$5,793.97","$6,074.37",$16.21,"$2,357.22","$2,373.43","$8,447.81",,,,,,,,,,,,,,,,,,,,,,,
2019,011-078,MID-BUCHANAN CO. R-V,9999,DISTRICT TOTALS,715.43,$226.16,"$9,011.37","$9,237.53",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,011-079,BUCHANAN CO. R-IV,1050,DEKALB JR.-SR. HIGH,125.00,$357.53,"$10,532.42","$10,889.95",$0.76,"$3,675.69","$3,676.45","$14,566.40",,,,,,,,,,,,,,,,,,,,,,,
2019,011-079,BUCHANAN CO. R-IV,4020,RUSHVILLE ELEM.,175.00,$399.08,"$6,194.85","$6,593.93",$0.76,"$3,675.69","$3,676.45","$10,270.38",,,,,,,,,,,,,,,,,,,,,,,
2019,011-079,BUCHANAN CO. R-IV,9999,DISTRICT TOTALS,300.00,$382.53,"$11,677.86","$12,060.39",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,1050,BENTON HIGH,727.75,$332.84,"$8,665.07","$8,997.91",$4.18,"$2,645.62","$2,649.80","$11,647.71",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,1075,CENTRAL HIGH,"1,655.50",$383.41,"$7,113.98","$7,497.39",$4.18,"$2,645.62","$2,649.80","$10,147.19",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,1080,LAFAYETTE HIGH,775.00,$266.18,"$8,400.77","$8,666.94",$4.18,"$2,645.62","$2,649.80","$11,316.74",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,3000,ROBIDOUX MIDDLE,449.00,$193.98,"$6,130.83","$6,324.81",$4.18,"$2,645.62","$2,649.80","$8,974.61",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,3010,BODE MIDDLE ,501.00,$173.96,"$5,529.04","$5,703.01",$4.18,"$2,645.62","$2,649.80","$8,352.81",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,3020,SPRING GARDEN MIDDLE,525.00,$161.63,"$5,804.69","$5,966.33",$4.18,"$2,645.62","$2,649.80","$8,616.13",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,3050,TRUMAN MIDDLE,506.00,$630.06,"$6,228.21","$6,858.27",$4.18,"$2,645.62","$2,649.80","$9,508.07",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4040,EDISON ELEM.,392.50,$268.05,"$5,388.89","$5,656.94",$4.18,"$2,645.62","$2,649.80","$8,306.75",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4060,ELLISON ELEM.,335.00,$456.29,"$5,710.64","$6,166.93",$4.18,"$2,645.62","$2,649.80","$8,816.73",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4070,CARDEN PARK ELEM,586.25,$313.71,"$5,469.83","$5,783.54",$4.18,"$2,645.62","$2,649.80","$8,433.34",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4080,OAK GROVE ELEM,516.00,"$1,289.98","$9,611.50","$10,901.48",$4.18,"$2,645.62","$2,649.80","$13,551.28",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4100,FIELD ELEM.,324.00,$266.79,"$5,898.65","$6,165.44",$4.18,"$2,645.62","$2,649.80","$8,815.24",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4140,COLEMAN ELEM.,392.00,$131.14,"$5,732.62","$5,863.76",$4.18,"$2,645.62","$2,649.80","$8,513.56",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4180,HOSEA ELEM.,519.00,$257.98,"$5,457.14","$5,715.12",$4.18,"$2,645.62","$2,649.80","$8,364.92",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4220,HYDE ELEM.,395.00,$114.47,"$5,714.03","$5,828.49",$4.18,"$2,645.62","$2,649.80","$8,478.29",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4260,LINDBERGH ELEM.,530.25,$264.59,"$5,571.97","$5,836.56",$4.18,"$2,645.62","$2,649.80","$8,486.36",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4280,MARK TWAIN ELEM.,341.00,$191.59,"$6,020.90","$6,212.49",$4.18,"$2,645.62","$2,649.80","$8,862.29",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4390,PARKWAY ELEM.,399.00,$257.94,"$5,585.10","$5,843.04",$4.18,"$2,645.62","$2,649.80","$8,492.84",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4400,PERSHING ELEM.,304.00,$269.01,"$5,666.72","$5,935.73",$4.18,"$2,645.62","$2,649.80","$8,585.53",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4420,PICKETT ELEM.,301.00,$385.95,"$5,862.40","$6,248.35",$4.18,"$2,645.62","$2,649.80","$8,898.15",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,4460,SKAITH ELEM.,411.00,$370.03,"$5,798.48","$6,168.51",$4.18,"$2,645.62","$2,649.80","$8,818.31",,,,,,,,,,,,,,,,,,,,,,,
2019,011-082,ST. JOSEPH,9999,DISTRICT TOTALS,"10,885.25",$348.16,"$9,155.73","$9,503.89",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,012-108,NEELYVILLE R-IV,1050,NEELYVILLE HIGH,259.00,$3.78,"$7,679.66","$7,683.44",$0.00,"$2,242.63","$2,242.63","$9,926.07",,,,,,,,,,,,,,,,,,,,,,,
2019,012-108,NEELYVILLE R-IV,4040,HILLVIEW ELEM.,142.00,$582.74,"$6,549.94","$7,132.68",$0.00,"$2,242.63","$2,242.63","$9,375.31",,,,,,,,,,,,,,,,,,,,,,,
2019,012-108,NEELYVILLE R-IV,4060,NEELYVILLE ELEM.,202.00,$398.88,"$4,544.22","$4,943.09",$0.00,"$2,242.63","$2,242.63","$7,185.72",,,,,,,,,,,,,,,,,,,,,,,
2019,012-108,NEELYVILLE R-IV,9999,DISTRICT TOTALS,603.00,$272.47,"$8,605.90","$8,878.38",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,012-109,POPLAR BLUFF R-I,1050,POPLAR BLUFF HIGH,"1,451.00",$171.31,"$6,159.58","$6,330.89",$645.06,"$1,912.43","$2,557.49","$8,888.38",,,,,,,,,,,,,,,,,,,,,,,
2019,012-109,POPLAR BLUFF R-I,2050,POPLAR BLUFF JR. HIGH,765.10,$373.17,"$5,340.28","$5,713.45",$645.06,"$1,912.43","$2,557.49","$8,270.94",,,,,,,,,,,,,,,,,,,,,,,
2019,012-109,POPLAR BLUFF R-I,4020,EUGENE FIELD ELEM.,298.40,$198.43,"$6,962.10","$7,160.53",$645.06,"$1,912.43","$2,557.49","$9,718.02",,,,,,,,,,,,,,,,,,,,,,,
2019,012-109,POPLAR BLUFF R-I,4040,POPLAR BLUFF MIDDLE SCHOOL,"1,170.30",$594.86,"$4,754.51","$5,349.37",$645.06,"$1,912.43","$2,557.49","$7,906.86",,,,,,,,,,,,,,,,,,,,,,,
2019,012-109,POPLAR BLUFF R-I,4080,LAKE ROAD ELEM.,251.00,$10.12,"$6,222.89","$6,233.01",$645.06,"$1,912.43","$2,557.49","$8,790.50",,,,,,,,,,,,,,,,,,,,,,,
2019,012-109,POPLAR BLUFF R-I,5020,POPLAR BLUFF KINDERGARTEN CTR.,374.00,$567.21,"$5,486.37","$6,053.58",$645.06,"$1,912.43","$2,557.49","$8,611.07",,,,,,,,,,,,,,,,,,,,,,,
2019,012-109,POPLAR BLUFF R-I,5040,OAK GROVE ELEM.,286.40,$1.47,"$6,215.10","$6,216.57",$645.06,"$1,912.43","$2,557.49","$8,774.07",,,,,,,,,,,,,,,,,,,,,,,
2019,012-109,POPLAR BLUFF R-I,5060,O'NEAL ELEM.,339.00,$197.57,"$7,288.17","$7,485.73",$645.06,"$1,912.43","$2,557.49","$10,043.22",,,,,,,,,,,,,,,,,,,,,,,
2019,012-109,POPLAR BLUFF R-I,9999,DISTRICT TOTALS,"4,935.20",$963.49,"$7,693.28","$8,656.77",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,012-110,TWIN RIVERS R-X,1050,TWIN RIVERS HIGH,251.00,$408.36,"$8,341.07","$8,749.43",$721.31,"$2,288.06","$3,009.37","$11,758.80",,,,,,,,,,,,,,,,,,,,,,,
2019,012-110,TWIN RIVERS R-X,3000,QULIN MIDDLE,137.00,$296.35,"$2,226.81","$2,523.16",$721.31,"$2,288.06","$3,009.37","$5,532.53",,,,,,,,,,,,,,,,,,,,,,,
2019,012-110,TWIN RIVERS R-X,4040,FISK ELEMENTARY,352.50,$323.43,"$6,219.86","$6,543.28",$721.31,"$2,288.06","$3,009.37","$9,552.65",,,,,,,,,,,,,,,,,,,,,,,
2019,012-110,TWIN RIVERS R-X,4060,QULIN ELEMENTARY,141.00,$379.57,"$10,715.43","$11,095.00",$721.31,"$2,288.06","$3,009.37","$14,104.37",,,,,,,,,,,,,,,,,,,,,,,
2019,012-110,TWIN RIVERS R-X,9999,DISTRICT TOTALS,881.50,"$1,073.69","$9,210.42","$10,284.11",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,013-054,BRECKENRIDGE R-I,1050,BRECKENRIDGE HIGH,26.00,"$1,271.14","$21,745.11","$23,016.25",$749.33,"$6,240.62","$6,989.95","$30,006.20",,,,,,,,,,,,,,,,,,,,,,,
2019,013-054,BRECKENRIDGE R-I,4020,BRECKENRIDGE ELEM.,31.00,$0.00,"$5,216.25","$5,216.25",$749.33,"$6,240.62","$6,989.95","$12,206.20",,,,,,,,,,,,,,,,,,,,,,,
2019,013-054,BRECKENRIDGE R-I,9999,DISTRICT TOTALS,57.00,"$1,329.15","$18,996.35","$20,325.50",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,013-055,HAMILTON R-II,1050,PENNEY HIGH,182.00,$48.65,"$9,312.12","$9,360.77",$4.88,"$2,822.13","$2,827.01","$12,187.78",,,,,,,,,,,,,,,,,,,,,,,
2019,013-055,HAMILTON R-II,3000,HAMILTON MIDDLE,150.00,$352.02,"$7,261.44","$7,613.46",$4.88,"$2,822.13","$2,827.01","$10,440.46",,,,,,,,,,,,,,,,,,,,,,,
2019,013-055,HAMILTON R-II,4020,HAMILTON ELEM.,279.50,$444.37,"$6,064.86","$6,509.23",$4.88,"$2,822.13","$2,827.01","$9,336.24",,,,,,,,,,,,,,,,,,,,,,,
2019,013-055,HAMILTON R-II,9999,DISTRICT TOTALS,611.50,$308.82,"$10,146.98","$10,455.80",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,013-057,NEW YORK R-IV,4020,NEW YORK ELEM.,37.00,"$1,029.16","$10,846.42","$11,875.59",$280.91,"$2,901.92","$3,182.83","$15,058.42",,,,,,,,,,,,,,,,,,,,,,,
2019,013-057,NEW YORK R-IV,9999,DISTRICT TOTALS,37.00,"$1,310.07","$13,748.34","$15,058.42",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,013-058,COWGILL R-VI,4020,COWGILL ELEM.,60.00,$896.64,"$8,587.67","$9,484.31",$332.96,"$3,131.70","$3,464.66","$12,948.97",,,,,,,,,,,,,,,,,,,,,,,
2019,013-058,COWGILL R-VI,9999,DISTRICT TOTALS,60.00,"$1,229.60","$11,719.37","$12,948.97",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,013-059,POLO R-VII,1050,POLO HIGH,144.00,$205.28,"$7,049.96","$7,255.25",$0.00,"$3,156.91","$3,156.91","$10,412.16",,,,,,,,,,,,,,,,,,,,,,,
2019,013-059,POLO R-VII,3000,POLO MIDDLE,124.00,$246.70,"$4,793.40","$5,040.09",$0.00,"$3,156.91","$3,156.91","$8,197.00",,,,,,,,,,,,,,,,,,,,,,,
2019,013-059,POLO R-VII,4020,POLO ELEM.,135.00,$283.85,"$7,453.74","$7,737.59",$0.00,"$3,156.91","$3,156.91","$10,894.50",,,,,,,,,,,,,,,,,,,,,,,
2019,013-059,POLO R-VII,9999,DISTRICT TOTALS,403.00,$244.34,"$9,647.80","$9,892.15",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,013-060,MIRABILE C-1,4020,MIRABILE ELEM.,60.00,$671.84,"$10,094.04","$10,765.89",$0.00,"$2,550.09","$2,550.09","$13,315.97",,,,,,,,,,,,,,,,,,,,,,,
2019,013-060,MIRABILE C-1,9999,DISTRICT TOTALS,60.00,$671.84,"$12,644.13","$13,315.97",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,013-061,BRAYMER C-4,1050,BRAYMER HIGH,124.00,$123.09,"$8,560.18","$8,683.27",$0.00,"$3,295.09","$3,295.09","$11,978.35",,,,,,,,,,,,,,,,,,,,,,,
2019,013-061,BRAYMER C-4,4020,BRAYMER ELEM.,163.38,$586.60,"$5,939.31","$6,525.90",$0.00,"$3,295.09","$3,295.09","$9,820.99",,,,,,,,,,,,,,,,,,,,,,,
